Student Number,PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412
97169,89.58,40.66,80.09,97.16,36.6,80.72,59.49,25.58,74.73,10.96,92.63,76.19,59.59,100,77.24,35.01,5.39,13.06,17.62,53.57,17.5,65.98,24.52,54.24,71.52,30.81,77.51,80.72,92.8,46.2,71.02,84.45,20.84,45.08,80.26,56.63,76.28,88.93,48.07,53.13,88.68
97170,66.09,75.14,80.18,76.25,79.49,80.25,49.59,67.72,50.02,57.28,90.28,59.1,75.05,85.72,65.85,77.33,45.16,70.93,79.89,84.41,43.32,40.07,16.37,39.54,51.02,56.82,81.73,80.33,56.3,79.41,62.16,75.6,56,56.23,74.18,15.74,79.08,80.94,84.2,55.59,74.86
97171,85.83,91.69,84.13,94.07,84.32,95.05,89.46,83,43.07,93.81,97.94,78.66,85.76,89.48,75.14,92.35,91.3,84.17,89.14,78.05,77.39,68.69,76,80.4,51.6,85.63,93.75,90.21,83.95,76.92,85.49,94.16,66.51,100,86.72,59.48,80.38,75.57,91.98,77.17,84.09
97172,53.52,44.24,84.39,83.08,54.67,89.78,26.09,48.92,51.85,13.96,84.46,43.89,5.32,50.01,14.86,88.84,55.74,85.41,7.56,33.05,10.06,48.28,5.78,16.26,34.18,10.54,51.74,5.88,12.24,30.27,80.39,51.57,44.09,14.61,13.16,27.32,81.56,79.52,6.52,8.63,59.79
97173,81.36,22.29,45.08,82.53,37.18,77.53,61.09,43.45,82.54,26.23,83.01,35.63,63.69,86.66,19.67,59.15,44.55,16.87,29.79,66.54,18.75,76.49,45.52,45.18,28.98,49.73,81.21,51.21,78.5,45.73,82.17,78.63,45.8,46.65,70.27,45.14,68.43,90.66,36.58,65.56,87.16
97174,31.1,61.61,64.12,7.38,45.7,76.95,23.32,12,20.56,10.61,64.58,83.76,9.42,78.15,10.06,32.57,11.06,14.87,12.89,51.08,12.71,10.46,13.8,46.01,46.55,17.91,55.68,50.82,53.52,42.93,71.41,68.35,79.85,17.73,40.24,34.44,79.15,86.45,40.92,45.37,78.74
97175,93.46,59.3,85.35,97.96,84.55,98.37,77.01,77.55,93.53,81.7,100,75.32,92.61,94.96,81.34,91.68,69.18,78.11,79.81,78.69,66.62,76.93,67.37,60.77,49.65,78.86,92.62,88.2,86.83,83.28,80.24,86.84,77.76,78.22,82.01,77.54,81.12,87.8,77.57,77.79,89.33
97176,84.09,35.2,78.23,85.01,60.33,87.59,77.47,55.03,83.8,48.37,100,81.87,79.21,91.23,89.74,76.23,39.36,63.63,40.28,87.99,51.94,68.08,8.55,40.97,76.34,38.95,78.48,82.12,86.9,76.97,65.85,80.53,49.99,53.68,59.64,57.12,77.34,91.59,75.4,23.01,85.15
97177,81.59,29.36,69.54,64.54,69.07,85.73,81.81,59.74,77.17,12.06,87.56,25.37,79.5,75.33,66,35.61,23.57,16.24,14.98,79.77,8.85,28.41,10.52,10.5,56.23,11.91,27.36,35.35,83.46,67.56,63.05,61.95,5.45,11.47,6.21,11.42,62.82,73.68,26.66,13.83,66.05
97178,85.54,47.05,65.26,94.37,84.68,93.58,90.6,69.81,70.51,84.26,94.29,78.69,85.68,76.4,78.63,84.54,54.93,64.24,78.63,89.46,74.13,84.63,46.87,34.89,26.51,76.83,71.31,81.7,82.17,74.76,84.34,76.82,32.98,40.53,71.96,48.26,83.58,80.91,78.41,54.33,85.06
97179,87.15,80.78,76.94,100,70.46,87.4,83.01,62.85,84.11,76.82,78.13,28.96,82.4,84.3,62.06,63.87,80.56,72.82,61.03,79.2,66.22,54.27,45.94,13.37,55.89,22.87,64.67,49.32,76.28,66.89,43.11,56.95,16.51,21.28,18.04,37.86,78.3,81.48,65.56,20.02,83.62
97180,79.82,69.86,48.92,100,72.29,75.09,70.8,57.37,31.23,81.12,96.8,64.66,79.95,75.29,43.06,75.04,19.4,58.67,33.6,77.06,50.45,36.99,21.8,17.79,16.4,46.64,64.77,90.53,76.15,67.89,35.4,83.52,34.01,66.32,78.14,35.36,82.08,80.24,51.57,74.95,58.13
97181,84.98,66.67,57.2,83.11,59.48,78.61,50.44,57.72,42.09,45.23,87.47,84.22,79.36,65.14,37.85,49.02,13.32,40.66,23.8,80.87,30.76,48.29,14.41,47.37,54.68,7.45,61.31,28.38,63.2,76.94,49.32,75.04,20.95,22.98,53.05,20.57,76.67,87.13,42.09,26.16,65.67
97182,26.06,82.47,22.5,90.19,83.73,60.55,79.86,78.33,22.65,83.2,85.07,39.12,76.32,76.25,52.25,80.63,75.42,75.68,60.46,81.9,81.11,32.77,90.04,37.54,26.27,30.33,66.78,72.08,29.8,74.65,36.23,78.68,41.33,30.37,47.57,13.88,78.32,75.7,84.83,31.51,69.66
97183,87.19,84.67,84.95,92.05,86.78,75.15,89.97,63.9,78.95,81.05,95.13,82.66,91.52,94.83,91.15,75.4,69.24,84.43,76.3,75.07,93.18,76.02,73.29,55.04,79.82,83.52,77.25,85.23,92.61,91.24,79.86,94.96,53.58,93.43,91.92,66.58,93.98,84.59,83.48,75.16,78.84
97184,78.25,6.04,48.94,41.16,37.31,59.8,14.64,21.61,17.46,10.16,72.9,82,41.98,68.49,23.94,16.96,7.21,20.63,14.28,81.35,14.7,18.33,80.27,28.58,47.56,5.26,49.64,15.58,72.99,39.36,54.07,83.52,10.78,78.34,18.78,51.24,71.77,72.15,12.62,9.43,59.1
97185,80.13,66.28,76.11,78.77,66.13,84.33,74.01,47.27,57.02,21.39,87.07,81.94,48.03,99.48,30.72,72.34,20.24,46.37,17.59,75.37,50.59,43.3,8,45.39,57.87,35.51,77.63,55.63,55.34,60.32,71.47,84.75,12.13,43.37,42.99,61.8,82.54,87.43,31.29,63.49,84.96
97186,88.47,70.39,75.49,93.77,81.99,81.7,79.64,45.12,52.23,83.66,95.67,85.14,89.18,84.73,78.92,81.65,59.27,84.41,81.74,88.17,78.63,49.13,45.79,53.42,82.57,83.17,86.17,99.65,78.35,61.84,76.26,88.82,80.99,92.34,93.72,49.03,84.61,79.51,84.98,79.9,80.28
97187,54.13,30,46.35,42.76,29.91,45.84,6.34,6.28,32.5,11.06,42.07,6.93,7.57,26.81,9.93,11.22,31.24,10.55,12.88,54.34,9.53,37.4,78.9,29.31,33.02,23.38,14.39,6.09,53.86,43.32,46.53,30.2,71.83,7.66,56.21,27,64,67.43,45.02,7.44,37.47
97188,62.76,75.86,69.28,52.24,59.78,83.92,68.39,74.28,10.48,62.28,63.58,41.18,5.43,93.8,12.99,64.45,11.08,82.78,46.54,76.89,84.04,39.46,6.12,19.42,63.16,38.28,77.11,32.64,50.78,75.85,76.75,84.61,50.36,40.19,71.19,39.87,82.06,74.35,58.23,61.27,61.45
97189,36.44,77.12,69.44,47.79,25.39,78.33,74.64,23.01,32.8,22.08,83.48,25.35,5.85,92.07,10.34,70.76,9.49,62.17,73.97,34.59,72.88,29.14,19.74,37.92,83.68,41.19,60.74,33.43,50.11,36.85,53.76,80.41,29.58,51.4,41.83,10.04,61.99,84.42,40.74,39.49,60.14
97190,61.82,28.74,47.74,75.21,8.35,67.77,29.38,13.34,53.33,7.24,68.7,15.44,26.81,52.98,10.88,28.87,9.65,10.04,23.57,44.14,19.28,24.24,14.4,20.62,49.89,24.17,52.66,52.44,40.89,39.08,75.62,70.65,9.61,38.03,57.69,31.87,84.58,76.18,30.21,50.42,55.65
97191,34.34,55.58,20.88,34.47,16.7,81.75,13.12,5.11,23.77,17.52,30.01,36.46,13.14,43.62,19.56,20.16,13.77,12.69,22.15,50.16,54.88,11.08,83.99,26.51,43.38,21.99,51.14,7.87,14.11,42.48,49.84,46.81,57.55,8.66,31.7,8.1,75.66,69.29,18.53,22.83,50.43
97192,83.82,73.7,51.26,50.39,41.94,82.82,58.71,55.22,23.91,53.47,73.54,31.39,47.25,90.18,25.43,56.33,29.37,7.11,14.43,63.45,9.11,41.84,44.26,61.91,48.43,9.19,54.86,45.77,58.79,51.72,82.98,66.58,11.14,34.43,47.12,10.69,66.9,64.61,37.46,13,54.39
97193,100,91.42,85.28,93.59,100,85.02,95.28,76.38,76.96,88.43,86.65,93.67,95.91,100,73.85,89.68,90.67,94.05,100,80.99,99.33,94.77,91.98,65.17,77.26,100,100,100,85.12,94.64,93.05,87.43,87.17,100,94.72,63.68,84.94,78,100,75.65,84.38
97194,100,87.02,75.32,99.9,90.39,94.06,90.65,65.15,76.31,86.08,97.7,91.58,100,90.08,82.94,85.18,94,92.68,93.74,93.68,90.76,76.87,48.58,61.11,79.54,86.31,92.38,89.33,92.08,80.21,84.51,85.51,79.43,87.08,90.34,77.56,82.63,85.16,75.77,79.8,88.22
97195,65.27,62.06,74.55,62.19,47.32,91.57,72.91,20.78,58.04,55.27,81.84,75.51,47.27,49.11,11.74,10.63,13.36,53.73,13.39,45.58,16.75,8.37,62.07,11.82,36.48,14.34,10.63,15.42,75.01,34.23,5.14,15.68,26.68,10.79,7.42,6.02,79.06,46.27,21.77,68.13,27.52
97196,87.03,78.02,91.01,87.87,74.15,86.18,92.39,93.6,71.08,81.11,100,90.25,88.51,90.46,84.36,86.26,78.93,66.1,81.63,89.72,83.66,83.02,27.93,64.38,82.77,75.16,85.93,88.8,82.76,77.4,83.59,86.19,76.22,88.75,79.49,56.41,83.7,81.16,80.66,81.16,88.15
97197,91.63,85.45,73.23,91.9,75.14,75.2,78.63,76.15,68.37,80.48,95.79,76.67,79.99,83.38,62.75,83.78,67.69,82.97,75.39,88.14,54.05,57.74,47.01,74.67,61.22,76.76,71.11,83.86,70.93,86.47,74.79,92.13,42.16,49.18,70.49,25.92,75.37,75.51,84.12,71.36,83.51
97198,76.29,98.07,92.59,96.52,76.14,87.57,77.82,30,53.65,70.49,88.14,87.74,77.38,86.32,59.32,76.45,49.31,55.26,62.85,73.27,61.88,59.56,76.74,51.55,79.56,41.79,83.4,76.51,66.27,79.03,83.5,94.77,53.38,81.45,63.87,69.42,77.96,93.49,65.77,70.64,82.51
97199,33.5,61.49,80.46,8.19,41.51,78.52,16.73,11.9,21.52,12.02,58.15,6.87,9.1,33.59,13.99,10.25,45.7,8.1,34.73,21.45,38.49,6.64,68.58,29.81,31.42,9.05,47.81,62.13,21.57,34.86,42.8,51.99,30.53,11.07,14.56,10.95,50.84,83.93,14.63,5.78,48.87
97200,53.82,84.93,62.9,49.74,35.31,89.6,45.88,36.19,43.77,25.59,80.45,58.43,27.28,75.29,36.36,45.48,18.48,37.29,53.13,67.08,16.28,18.32,7.82,30.2,19.78,41.94,52.72,49.33,65.4,64.95,59.11,78.79,18.61,28.38,63.32,40.01,79.51,78.12,58.65,32.6,67.17
97201,90.28,43.24,77.68,80.12,81.48,91.77,63.2,51.36,38.62,60.96,47.36,19.5,30.29,34.18,40.95,74.86,20.38,31.75,31.06,48.52,48.7,15.79,10.75,30.03,72.02,22.64,58.87,21.96,82.25,48.81,54.39,78.11,23.95,16.13,24.34,8.16,75.74,77.67,22.85,5.92,52.57
97202,77.46,79.15,77.34,91.58,82.22,75,69.34,15.92,49.97,43.17,89.52,35.43,12.07,93.72,30.22,52.27,16.79,39.88,57.65,75.26,54.12,45.92,34.57,59.22,82.54,49.82,57.64,35.16,79.04,58.15,71.02,75.94,38.4,43.11,51.76,59.28,78.26,93.91,74.27,36.63,65.58
97203,98.07,84.23,92.61,92.35,92.69,100,86.46,49.7,71.28,94.95,88.34,76.34,76.24,98.4,93.33,88.61,35.18,89.61,87.78,91.62,89.15,83.72,53.65,58.33,81.88,91.27,75.17,59.59,87.54,78.77,88.01,84.56,64.58,78.75,74.05,45.94,92.21,85.33,74.27,69.18,74.31
97204,98.94,33.31,88.06,97.47,46.81,91.45,78.95,62.75,55.05,45.83,99.46,76.3,87.48,92.51,82.38,62.75,37.94,47.18,29.47,92.36,83.09,55.6,70.43,75.89,66.3,71.35,73.14,85.31,79.34,78.39,60.49,75.79,44.15,84.08,78.31,50.91,83.73,90.26,76,53.55,66.87
97205,93.34,84.37,77.98,92.04,64.2,82.64,75.75,58.83,83.85,73.29,96.11,76.81,65.28,90.72,80.83,77.41,44.37,63.11,42.12,80.33,79.24,69.2,82.96,9.81,84.38,35.08,81.37,21.32,48.99,34.31,81.09,25.99,85.6,49.53,69.86,58.55,71.94,37.04,39.45,37.26,91.13
97206,88.73,28.3,79.02,93.61,40.7,83.35,25.15,18.78,55.77,15.37,91.84,53.92,40.1,84.54,11.98,39.7,22.78,26.43,25.06,63.87,38.6,23.13,22.92,26.61,32.03,11.59,37.91,20.95,65.84,27.37,39.49,66.28,14.2,10.61,26.7,20.4,84.31,80.88,15.5,6.85,40.07
97207,57.45,16.14,58.45,100,33.27,86.45,74.52,54.88,52.66,46.11,100,76.15,64.75,85.63,44.37,67.44,27.23,47.97,64.54,59.43,23.74,77.05,48.36,17.97,38.25,54.25,67.43,83.24,79.87,65.44,57.06,75.53,60.54,26.89,86.14,75.95,62.32,94.4,81.57,84.02,73.53
97208,92.78,94.03,83.41,87.28,65.46,93.83,84.08,53.94,75.32,84.58,98.71,68.53,86.37,93.29,80.28,80.23,43.54,70.47,71.61,80.77,76.84,69.31,73.53,62.99,54.07,79.25,70.75,87.41,92.08,76.17,82.83,89.4,60.61,92.22,83.96,68.48,78.93,89.16,77.16,65.49,82.71
97209,85.97,77.35,87.94,100,77.44,76.5,83.41,71.04,76.81,73.99,97.14,86.92,93.31,95.9,88.53,88.69,46.28,75.23,89.88,76.78,89.25,89.7,92.97,68,75.77,94.01,87.62,97.84,96.84,75.25,81.54,87.39,78.15,77.77,85.16,77.6,78.83,87.17,93.95,77.78,86.11
97210,69.34,39.57,81.51,100,60.97,80.08,50.19,49.39,32.22,48.51,75.8,22.36,79.62,67.06,55.95,52.67,5.87,32.13,26.79,83.5,45.05,59.56,76.86,31.09,81.23,24.71,67.87,37.46,92.77,32.94,64.52,74.14,12.01,37.36,62.68,36.84,86.79,75.18,60.84,25.35,79.6
97211,9.05,6.48,5.89,13.78,6.19,65.03,11.07,12.98,15.42,7.67,7.51,12.13,7.49,22.61,9.19,8.3,33.17,7.91,16.33,14.61,9.52,52.74,94.87,11.06,15,13.15,12.55,61.11,9.8,21.2,16.74,31.72,19.98,20.13,36.06,30.1,12.1,30.62,50.66,23.12,37.46
97212,92.46,53.68,74.08,99.69,29.49,75.23,93.42,46.32,62.23,67.99,90.74,78.92,89.31,98.62,98.44,87.71,84.75,76.1,86.91,83.4,78.03,87.71,80.57,61.37,47.26,78.5,79.38,92.18,94.14,86.94,84.56,85.96,74.06,65.33,85.49,77.42,78.41,86.95,87.79,78.63,86.97
97213,70.72,82.62,66.55,84.59,74.48,79.13,39.74,64.6,30.57,37.8,93.78,63.33,7.05,86.88,19.79,51.51,5.51,26.34,22.18,66.73,27.74,19.79,8.04,51.49,22.52,27.56,42.9,58.34,54.15,50.65,72.29,79.5,19.53,39.11,76.4,39.89,83.85,77.15,48.13,45.76,80.91
97214,100,70.11,86.47,91.49,46.69,81.73,81.5,59.14,73.3,80.04,93.58,75.59,82.51,83.45,80.8,73.64,29.53,38.45,60.78,83.91,47.99,57.99,22.51,51.61,76.24,60.53,65.97,68.88,75.57,66.83,84.61,75.47,18.98,63.31,84.29,72.56,82.92,90.62,79.74,71.66,78.26
97215,48.59,47,64.79,12.06,8.14,73.9,38.48,20.98,33.53,5.69,70.57,53.24,5.48,69.58,11.36,20.78,51.55,21.53,13.82,20.88,7.8,5.86,81.2,34.48,57.34,9.18,53.32,21.85,14.37,25.15,42.04,70.48,5.3,10.06,22.16,23.5,84.13,80.59,19.41,8.77,77.05
97216,81.84,73.58,88.91,90.01,80.67,80.84,90.64,67.65,38.62,85.05,86.39,69.66,81.37,94.67,30.38,68.39,17.61,59.22,52.21,82.93,81.96,47.41,60.46,41.51,76.29,39.91,81.32,42.9,61.25,50.23,67.71,65.7,18.79,47.96,17.95,34.9,77.3,57.63,26.73,41.97,84.48
97217,48.95,76.89,78.47,91.98,26.84,75.91,82.8,81.16,35.14,34.55,76.24,82.51,79.44,75.04,67.28,50.12,39.85,20.22,67.13,77.79,41.46,31.2,50.34,14.4,75.37,49.16,66.72,39.36,84.82,35.55,67.63,73.25,54.96,52.4,29.71,22.47,76.16,83.8,16.33,73.05,81.63
97218,14.26,32.4,39.5,14.48,10.67,68.22,18.32,15.24,75.87,14.18,36.23,13.49,11.17,34.3,8.69,8.79,24.54,9.94,20.4,9.21,26.86,14.68,53.19,5.11,44.36,11.15,42.63,7.37,11.99,11.81,28.69,30.58,9.98,18.86,50.22,32.37,59.6,79.5,32.19,6.6,79.93
97219,45.6,51.85,79.14,79.84,62.4,75.57,76.56,80.02,69.9,22.43,88.17,89.28,70.7,89.39,18.49,52.93,29.92,50.53,54.5,75.77,16.84,74.51,6.05,28.92,83.03,54.3,72.4,74.33,81.07,37.98,84.47,80.61,32.11,52.56,82.46,18.35,42.49,80.48,50.79,38.92,83.47
97220,92.66,51.43,79.93,85.89,84.72,88.89,94.33,61.6,82.53,49.6,100,80.74,63.82,89.6,78.36,57.58,11.62,54.11,37.31,81.14,52.51,82.48,54.74,38.64,76.48,62.62,82.67,69.43,76.41,76.82,81.78,86.8,30.94,81.64,87.29,38.58,68.34,87.02,54.31,70.96,91.78
97221,42.05,83.07,80.07,94.36,32.34,100,57.31,70.41,57.8,33.27,85.32,79.23,78.87,85.4,53.35,25.53,9.84,22.2,49.2,53.71,47.43,44.01,78.57,25.98,75.86,51.86,76.22,42.71,82.95,42.93,82.46,66.32,32.25,60.53,84.21,36.29,76.02,89.32,53.12,68.76,77.52
97222,18.54,16.68,67.12,12.42,9.54,69.67,18.7,16.88,64.38,12.28,69.18,51.91,6.91,48.88,19.53,18.67,7.74,13.02,7.41,54.13,8.57,6.62,77.23,26.01,82.41,10.77,58.07,7.67,36.55,40.39,59.07,43.9,26.23,64.34,37.71,11.42,57.61,82.22,9.74,32.69,70.28
97223,59.72,83.97,81.4,70.42,22.24,74.2,57.76,73.48,81.35,5.8,77.68,41.9,39.52,78.3,19.27,19.97,11.6,7.2,23.46,72.33,7.32,23.82,79.34,15.39,76.46,20.89,56.76,39.48,81.12,39.83,79.54,48.49,24.79,7.69,44.04,41.72,76.22,90.74,50.22,52.14,75.85
97224,78.68,53.05,72.36,18.22,79.53,81.2,56.05,77.63,49.6,12.51,76.87,68.32,59.94,93.93,27.14,41.2,6.23,46.14,46.3,57.73,30.1,38.01,24.59,30.99,81.01,62.29,59.14,58.67,36.6,77.86,56.16,47.45,20.36,49.24,72.14,17.21,81.12,77.97,50.74,46.76,60.1
97225,84.85,77.8,84.8,56.31,79.79,91.89,63.19,83.34,53.5,15.95,83.98,88.15,11.6,92.32,42.71,75.27,82.26,69.9,73.67,82,66,69.28,91.8,47.41,79.46,35.72,81.7,68.71,59.92,45.77,83.59,76.09,51.2,83.48,50.7,37.71,57.75,78.73,54.14,76.83,79.4
97226,93.93,69.12,76.94,54.74,83.05,87.41,55.78,48.63,65.4,21.09,93.96,77.61,75.96,86.53,21.24,81.29,41.18,37.94,56.45,79.8,59.25,41.49,7.1,64.93,78.31,74.49,78.07,78.17,76.47,76.01,66.07,83.42,60.47,79.71,75.18,53.37,79.77,75.84,53.1,75.88,80.57
97227,88.93,86.18,85.28,100,82.61,100,87.98,75.09,78.91,69.91,100,81.11,80.97,100,83.16,82.49,30.18,73.57,80.96,84.67,78.01,75.33,52.59,27.04,82.05,94.07,75.63,82.94,82.7,77.22,76.23,88.54,48.37,81.72,85.45,65.51,91.19,85.24,87.89,89.05,78.58
97228,60.27,57.73,82.59,85.4,63.13,75.07,59.35,5.22,74.47,8.75,74.35,56.83,20.51,78.73,17.25,46.38,43.72,36.63,78.08,70.48,45.51,42.68,13.79,21.35,84.6,47.79,60.65,12.38,63.91,33.32,69.86,55.66,18.51,32.32,74.6,16.69,79.86,86.45,71.37,76.91,84.85
97229,53.51,50.4,48.43,65.57,32.35,51,60.95,28.77,40.34,7.53,78.71,33.68,62.57,79.82,13,69.41,10.55,13.86,31.46,51.38,47.84,50.08,48.01,36.81,71.96,71.81,82.96,79.94,77.21,69.67,48.08,76.79,26.24,52.27,94.97,59.24,76.16,76.7,80.51,79.85,78.44
97230,48.9,62.43,26.49,81.38,19.3,88,80.92,51.24,62.82,7.69,75.09,45.63,65.89,77.28,30.61,15.99,12.6,17.74,74.86,56.16,7.85,25.71,32.02,8.02,82.76,18.3,46.13,25.73,67.58,25.02,56.56,45.89,15.77,33.24,80.66,32.08,75.25,77.91,52.76,72.17,79.73
97231,83.75,80.7,66.98,29.12,61.77,83.85,18.27,84.28,76.5,5.19,55.8,26.79,8.29,27.24,11.1,31.26,39.2,37.62,11.95,61.82,14.07,8.32,75.52,10.77,66.52,15.04,36.7,14.74,46.49,26.18,49.29,49.68,46.6,43.9,38.36,12.48,40,86.35,47.86,45.21,68.97
97232,77.37,48.95,68.06,9.88,16.86,82.59,43.83,83.1,36.95,47.18,56.89,69.16,13.2,79.91,28.16,59.65,11.2,7.07,22.82,82.89,32.2,40.75,19.96,10.21,84.64,51.47,72.41,37.5,80.33,54.54,66.45,72.13,18.64,41.49,76.18,17.7,76.09,82.68,50.47,47.27,84.49
97233,78.89,91.17,76.05,75.85,81.09,98.98,75.15,81.97,81.72,80.53,82,83.87,65.11,94.88,81.16,94.7,79.22,83.27,86.67,75.11,94.85,87.41,65.9,38.31,89.73,84.66,90.13,80.1,100,76.51,77.39,75.14,77.24,83.39,72.45,68.33,93.56,85.9,88.16,84.92,85.33
97234,78.11,65.37,84.36,71.62,45.25,90.41,16.53,71.35,76.52,9.39,86.94,78.76,76.62,76.45,17.25,82.28,27.1,33.33,27.73,75.97,21.23,47.48,17.66,31.73,84.38,37.63,72.79,59.17,86.5,64.54,80.98,79.83,16.44,43.95,75.13,38.8,66.63,87.98,80.44,84.8,82.71
97235,100,90.94,94.38,100,93.61,98.02,80.2,76.09,78.9,80.49,100,92.65,88.07,82.23,87.36,47.95,85.27,76.92,94.33,75.12,77.05,42.92,71.52,74.7,76.67,92.88,92.16,78.27,84.94,76.01,80.79,92.7,82.34,93,92.86,68.59,69.03,86.25,85.31,96.86,87.54
97236,100,84.57,93.38,100,85.89,89.38,78.61,86.22,84.63,94.39,100,88.64,88.35,100,87.43,87.4,80.26,75.79,91.61,90.9,85.32,83.46,78.91,59.47,81.92,86.06,85.14,91.67,89.98,77.14,81.77,85.44,82.05,78.72,63.17,63.89,82.54,89.37,69.44,76.61,89.71
97237,80.61,53.68,68.66,93.99,67.17,75.17,76.02,83.17,49.97,61.48,91.87,58.57,48.97,82.77,28.79,79.59,6.37,56.61,50.86,79.1,32.23,39.17,6.2,37.45,61.85,45.5,62.23,20.46,80.51,57.99,64.48,60.28,36.78,49.02,46.5,30.08,85.19,83.77,53.14,67.36,59.11
97238,10.57,62.76,54.18,53.8,24.79,93.27,41.22,21.56,28.42,8.8,90.3,42.75,12.47,46.22,13.44,21.43,67.1,8.69,24.72,66.73,15.34,21.87,56.38,7.83,82.32,10.93,36.38,14.01,25.14,17.92,46.02,57.05,8.79,6.12,27.22,28.31,61.72,86.84,26.08,46.14,57.22
97239,88.21,79.63,80.48,82.93,88.8,85.01,75.36,84.86,67.66,65.93,94.93,67.88,81.81,78.09,17.88,81.83,51.91,51.25,67.22,70.88,88.81,31.64,77.45,43.99,80.43,56.68,75.02,81.99,78.95,83.99,66.7,83.79,56.37,84.77,35.79,16.81,80.2,75.36,49.15,59.86,69.53
97240,89.91,68.47,85.94,97.3,77.22,100,78.67,93.88,75.88,87.65,100,87.56,94.67,95.83,75.33,87.64,76.11,82.01,77.11,94.97,79.69,93.93,33.55,59.21,62.32,93.33,76.96,92.51,73.18,81.15,77.94,79.84,60.48,82.85,57.84,54.54,77.12,86.4,58.77,69.65,88.43
97241,90.21,79.28,88.24,93.32,69.15,89.18,55.12,54.2,75.51,26.56,93.48,64.23,74.64,86.9,19.06,83.5,32.34,19.49,47.8,70.4,56.3,62.91,7.9,54.31,75.31,70.7,75.17,87.95,94.87,48.06,63.82,79.93,36.51,86.86,87.02,51.17,75.14,75.58,83,78.34,77.28
97242,75.7,33.37,89.52,52.45,46.21,94.92,62.17,81.92,37.17,20.27,96,58.03,78.79,78.5,43.68,51.52,7.4,6,34.77,53.76,23.16,27.56,28.8,38.73,79.83,64.32,55.88,81.3,79.86,50.95,51.97,62.15,12.08,53.2,63.76,43.66,43.07,82.61,49.08,25.37,84.64
97243,77.62,49.21,83.4,94.65,52.48,66.33,78.94,59.61,70.42,14.64,93.77,18.52,50.74,84.9,23.07,16.94,6.06,11.74,11.03,77.84,24.04,16.98,9.42,36.43,83.01,9.42,49.13,57.24,46.51,54.83,53.98,45.61,17.44,17.71,50.36,32.17,69.98,80.28,51.51,49.84,74.86
97244,91,80.88,84.45,97.87,78.03,88.02,77.66,74.81,80.99,74.03,89.85,75.71,84.76,86.14,89.87,77.38,44.37,56.31,77.86,84.5,68.21,81.96,48.42,41.57,82.97,84.11,75.89,77.48,77.18,75.89,78.8,87.9,51.91,67,90.18,48.09,88.08,87.97,68.64,75.64,89.63
97245,87.71,75.87,79.46,100,73.03,79.77,66.7,68.88,76.07,39.77,89.16,74.91,75.4,69.02,24.77,71.93,28.31,40.35,49.24,47.48,35.34,50.18,55.55,42.15,80.4,66.95,81.35,80.29,77.92,80.06,50.88,77.28,47.14,77.75,77.37,47.5,84.66,79.2,84.33,53.22,83.55
97246,58.37,52.82,84.27,26.92,67.98,94.78,53.64,39.8,54.7,33.56,83.36,55.23,33.3,67.9,13.56,53.49,20.23,48.93,39.86,51.87,24.14,22.13,77.36,23.13,65.49,29.78,63.15,31.24,45.78,57.74,38.33,52.55,19.9,33.5,34.49,37.2,82.06,83.75,37.81,50.81,80.42
97247,78.52,49.44,80.7,90.04,49.54,81.27,17.12,78.9,81.39,51.64,76.65,53.01,83.61,79.21,41.14,83.28,14.34,43.27,34.33,78.75,29.05,56.6,10.46,25.28,56.48,51.94,51.51,45.09,80.16,48.35,77.92,80.76,34.47,73.88,82.35,57.14,78.78,75.1,72.4,79.77,80.26
97248,84.74,69.28,84.71,71.32,46.49,78.93,50.15,57.23,69.23,8.96,79.45,70.87,51.8,71.43,19.69,74.81,14.29,24.02,46.31,75.68,15.4,19.32,28.29,21.58,75.98,24.06,57.77,17.58,64.73,51.37,62.69,48.66,10.82,26.03,48.86,51.9,59.67,82.42,48.52,41.33,83.47
97249,89.97,78.04,88.17,98.35,82.43,78.76,79.44,67.33,79.41,53.32,85.9,79.7,93.71,86.29,79.84,71.55,65.67,42.03,56.36,76.01,81.67,57.95,94.42,36.96,77.07,51.35,77.16,87.24,87.52,50.95,67.86,80.01,81.72,60.65,73.82,49.72,70.66,83.78,64.38,59.62,79.45
97250,83.69,80.71,75.97,49.88,48.1,70.45,60.98,52.8,30.76,10.84,91.87,66.82,35.46,84.19,5.37,55.83,25.43,20.17,20.56,52.71,29.13,38.64,82.13,28.16,79.8,48.78,74.68,74.93,26.6,42.28,53.33,69.17,33.99,45.25,60.31,22.7,75.38,56.59,45.27,65.71,78.38
97251,85.85,82.29,82.52,75.65,80.53,100,76.58,80.55,53.8,93.12,76.09,15.1,84.78,94.65,37.9,93.4,51.87,65.64,82.39,78.19,78.78,74.02,53.8,51.29,78.98,49.17,79.17,82.46,82.91,65.83,74.32,63.78,63.16,64.39,25.19,47.99,79.57,84.69,77.37,54.47,67.56
